time_sec,qx,qy,qz,qw,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,fx,fy,fz,tx,ty,tz
1783405362.3702095,0.6597456624665192,-0.27338195197744625,-0.26789909332265954,0.6467055318972553,0.001658062789394613,1.5714770052031743,-0.002007128639793479,1.5711453926452954,3.1398298710452788,0.784595311941531,0.0,0.0,0.0,0.0,0.0,0.0,0.1753191174431162,-0.0999955015504015,0.29800647658611895,-1.7763243929122118e-15,2.77559009808268e-15,3.0520430257743037e-16
1783405362.4701402,0.6597503711558144,-0.27337054492316654,-0.2678992137915106,0.6467055003462292,0.0016406094968746698,1.5714944584956945,-0.002007128639793479,1.5711628459378153,3.139847324337799,0.784577858649011,0.0,0.0,0.0,0.0,0.0,0.0,0.16214298483944597,-0.09999978876682479,0.29800394641903427,-1.776288550165997e-15,2.7756087920953246e-15,3.052428992354227e-16
1783405362.5701108,0.6597456470714592,-0.2733819456828379,-0.26789909978011345,0.6467055475886475,0.0016406094968746698,1.5714770052031743,-0.0020245819323134223,1.5711628459378153,3.139847324337799,0.784595311941531,0.0,0.0,0.0,0.0,0.0,0.0,0.18245619776186786,-0.09999779452606099,0.2980066458492023,-1.776291134100367e-15,2.775611381154276e-15,3.0520431757204486e-16
1783405362.6700466,0.6597504183860414,-0.2733704309074329,-0.2678878125982141,0.646710223211503,0.0016231562043547262,1.5714944584956945,-0.002007128639793479,1.5711628459378153,3.139847324337799,0.784595311941531,0.0,0.0,0.0,0.0,0.0,0.0,0.18253291367093064,-0.09999779895985249,0.2980066483264375,-1.8873134390297745e-15,2.7756142943943147e-15,3.0520170970601466e-16
1783405362.7700639,0.6597456470714592,-0.2733819456828379,-0.26789909978011345,0.6467055475886475,0.0016231562043547262,1.5714770052031743,-0.002007128639793479,1.5711628459378153,3.139847324337799,0.784595311941531,0.0,0.0,0.0,0.0,0.0,0.0,0.1601820785221688,-0.10620897363713765,0.2980017517711238,-1.887341525112964e-15,2.7755865069666674e-15,3.052807264220346e-16
1783405362.8700335,0.6597480327538717,-0.27337618830554505,-0.2678934561993646,0.6467078854246998,0.0016406094968746698,1.5714770052031743,-0.002007128639793479,1.5711628459378153,3.139847324337799,0.784595311941531,0.0,0.0,0.0,0.0,0.0,0.0,0.16284433309532828,-0.11029358086500152,0.29800179647666175,-1.8873082642847526e-15,2.775609122548594e-15,3.052807337245756e-16
1783405362.970114,0.6597433283183635,-0.2733875970671942,-0.2678933339500136,0.6467079125342291,0.0016406094968746698,1.5714770052031743,-0.002007128639793479,1.5711628459378153,3.139847324337799,0.7846127652340509,0.0,0.0,0.0,0.0,0.0,0.0,0.1781748295382814,-0.12141323800144528,0.2980019695787997,-1.887341523123831e-15,2.775586508963015e-15,3.0528072056885043e-16
1783405363.0702147,0.659745656945628,-0.2733819497044381,-0.2678990956607563,0.646705537521777,0.001658062789394613,1.5714770052031743,-0.002007128639793479,1.5711628459378153,3.139847324337799,0.784595311941531,0.0,0.0,0.0,0.0,0.0,0.0,0.13279785499640362,-0.10011264775132106,0.29800547910452496,-1.7762578725287577e-15,2.775632666313304e-15,3.0520432453595077e-16
1783405363.1701744,0.659745609713412,-0.2733820637193455,-0.26791049677144757,0.6467008144575868,0.0016231562043547262,1.5714944584956945,-0.002007128639793479,1.5711628459378153,3.139847324337799,0.784595311941531,0.0,0.0,0.0,0.0,0.0,0.0,0.1826029173080942,-0.09968370278313356,0.298009034742314,-1.7763269856023785e-15,2.7755926777556352e-15,3.0516575029220006e-16
1783405363.2700763,0.6597503185013132,-0.2733706567056096,-0.267910617198769,0.6467007828060317,0.001658062789394613,1.5714770052031743,-0.002007128639793479,1.5711628459378153,3.139847324337799,0.7846127652340509,0.0,0.0,0.0,0.0,0.0,0.0,0.19055274910554942,-0.10002794329712893,0.29800930041116075,-1.7763269856023785e-15,2.7755926777556352e-15,3.0516575029220006e-16
