time_sec,qx,qy,qz,qw,joint_1_pos,joint_2_pos,joint_3_pos,joint_4_pos,joint_5_pos,joint_6_pos,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,fx,fy,fz,tx,ty,tz,fx_physics,fy_physics,fz_physics,tx_physics,ty_physics,tz_physics,fx_traditional_external,fy_traditional_external,fz_traditional_external,tx_traditional_external,ty_traditional_external,tz_traditional_external,fx_residual_nn,fy_residual_nn,fz_residual_nn,tx_residual_nn,ty_residual_nn,tz_residual_nn,fx_nn_external,fy_nn_external,fz_nn_external,tx_nn_external,ty_nn_external,tz_nn_external
1783399238.9580412,0.6804864336473321,-0.43528234217072864,-0.12229092659790797,0.5766389038975125,1.2129514702584991,1.1664733522778903,0.5172283238285196,1.1666129786180497,1.5707265136248167,0.7854330699824882,0.09108873366158407,-0.030351275692181393,0.15695745963185004,-0.030368728984701335,0.0,-1.7453292519943296e-05,-0.6989284896338871,-0.5013117650019295,3.8250762530543057,-0.06829856649303354,-0.08038303006437465,0.0003883000864354195,-0.5777340110330682,-0.2851948405115161,2.785411554257568,0.023847246692626167,-0.06076529514959805,0.019970933715078507,-0.12119447860081889,-0.21611692449041342,1.0396646987967375,-0.0921458131856597,-0.0196177349147766,-0.019582633628643088,0.035030108,-0.013444978,0.14115857,-0.037792105,-0.01569446,-0.007790033,-0.15622458654602267,-0.20267194667794441,0.8985061329178694,-0.054353707957950886,-0.003923275014516628,-0.011792600854433111
1783399239.0580442,0.680204613292276,-0.4326771964140085,-0.12429057724723815,0.5785014953885317,1.2224460613893482,1.1632968530392607,0.5334249792870269,1.16340157279438,1.5707439669173369,0.7854330699824882,0.091106186954104,-0.030351275692181393,0.15697491292437,-0.03038618227722128,0.0,-1.7453292519943296e-05,-0.6266055713169912,-0.56057147445339,3.7438144936038387,-0.048404976810889566,-0.059745852079038826,0.00028408139831759667,-0.5642269268514886,-0.27414918699057367,2.7333909417913382,0.02306442529391728,-0.05969460680771388,0.019995016821033412,-0.062378644465502675,-0.2864222874628163,1.0104235518125004,-0.07146940210480685,-5.1245271324946995e-05,-0.019710935422715816,0.034962546,-0.013184311,0.1411686,-0.039516058,-0.014953904,-0.0083071105,-0.09734119054585355,-0.27323797659443383,0.8692549574521489,-0.03195334428567881,0.014902658582568333,-0.01140382490449873
1783399239.1581137,0.6797974716649667,-0.42761188024468394,-0.12822210117030539,0.5818784840179232,1.23112034777176,1.16032979331087,0.5486966102419772,1.1604694196510297,1.5707614202098568,0.7854505232750081,0.091106186954104,-0.030368728984701335,0.15697491292437,-0.03038618227722128,0.0,-1.7453292519943296e-05,-0.5880858314806421,-0.5033003136518237,3.664496092027034,-0.06286349014588523,-0.058088363684832424,0.0003507696247351245,-0.5397298087349318,-0.25426067921887263,2.6368384081578697,0.02167094528048663,-0.057762942191429745,0.020039362443981724,-0.04835602274571027,-0.24903963443295107,1.0276576838691645,-0.08453443542637186,-0.0003254214934026792,-0.0196885928192466,0.033890948,-0.012088915,0.14006035,-0.041039623,-0.013203147,-0.00879433,-0.08224697044525708,-0.23695071909979926,0.8875973335702829,-0.04349481210626917,0.012877725374051373,-0.010894262758764574
1783399239.2584598,0.679256138972549,-0.4224248125087357,-0.13228437473311538,0.585379551783741,1.2407894718278087,1.1571707473647606,0.5649630788705644,1.1572231072423202,1.5707265136248167,0.7854156166899682,0.091106186954104,-0.030368728984701335,0.15699236621688994,-0.03038618227722128,0.0,-1.7453292519943296e-05,-0.6243580830569889,-0.4815282254541209,3.4502999284538913,-0.06138898176878898,-0.09399838432281866,0.00039070563882997935,-0.514846959355399,-0.23426009017543592,2.535635873170211,0.020292445616398536,-0.055815320881895114,0.0200853353429172,-0.10951112370158989,-0.24726813527868496,0.9146640552836804,-0.08168142738518752,-0.03818306344092355,-0.01969462970408722,0.032592047,-0.0104562165,0.13808477,-0.041514937,-0.011277096,-0.009293214,-0.14210317070748169,-0.23681191875712382,0.776579286034718,-0.040166490550613776,-0.026905967094902852,-0.010401415286093198
1783399239.3582258,0.6785896303392649,-0.41722460481575646,-0.13639782000018677,0.5889273108215922,1.2495859312578603,1.1542560475139299,0.5801998032404749,1.1543607672690495,1.5707614202098568,0.7854156166899682,0.091106186954104,-0.030368728984701335,0.15699236621688994,-0.03038618227722128,0.0,-1.7453292519943296e-05,-0.503901719374483,-0.5476620257833114,3.5139992626878542,-0.04792691215753812,-0.033810112092131105,0.0002462520703220978,-0.4901384972343781,-0.21468018353827212,2.431888141168018,0.01896893238839037,-0.053896384866109814,0.02013228202287696,-0.013763222140104947,-0.33298184224503924,1.0821111215198362,-0.06689584454592848,0.02008627277397871,-0.01988602995255486,0.03099641,-0.00818477,0.1352743,-0.04079321,-0.009035968,-0.00972303,-0.0447596323162629,-0.3247970721228688,0.9468368155801619,-0.02610263427790785,0.029122240995702743,-0.010162999921827474
1783399239.4580426,0.6779827462289968,-0.4122465733942822,-0.1403653582662908,0.5921906152069925,1.2588361762934304,1.1511668147378997,0.5961346593111831,1.15111445486034,1.5707614202098568,0.7854156166899682,0.091106186954104,-0.030368728984701335,0.15697491292437,-0.03038618227722128,0.0,-1.7453292519943296e-05,-0.5622545287856486,-0.38756886373130545,3.37240639995236,-0.08192357517720883,-0.06704224645960327,0.00048325144082496233,-0.4678687965568935,-0.1969249367358632,2.3344211629620393,0.01778759642733918,-0.05218514276129582,0.020174096468471805,-0.09438573222875513,-0.19064392699544225,1.0379852369903206,-0.09971117160454801,-0.01485710369830745,-0.01969084502764684,0.029368838,-0.0057071596,0.13212447,-0.039212685,-0.0066195596,-0.010155286,-0.12375457052409566,-0.1849367673570374,0.9058607683061242,-0.06049848652616552,-0.008237544097358163,-0.009535559319040599
1783399239.5580742,0.6775372441578844,-0.40968469353659764,-0.14241097887184762,0.593987245450208,1.2674930093833219,1.148321928057149,0.6111968507558942,1.1482172083020294,1.5707439669173369,0.7854156166899682,0.091106186954104,-0.030368728984701335,0.15697491292437,-0.03038618227722128,0.0,-1.7453292519943296e-05,-0.4646881616729852,-0.5162919257330899,3.2225187398784527,-0.043293679484501565,-0.027670274414411458,0.00023847763803668874,-0.4560352421081033,-0.18748006229351954,2.2810369092352984,0.017167733321620915,-0.05128319075016974,0.020196268543628083,-0.0086529195648819,-0.32881186343957036,0.9414818306431543,-0.06046141280612248,0.02361291633575828,-0.019957790905591393,0.028681068,-0.004361333,0.13040039,-0.037972644,-0.005227294,-0.01056767,-0.0373339873147398,-0.3244505305797264,0.8110814412102472,-0.022488768834679304,0.02884021015494735,-0.009390121148880864
1783399239.658056,0.6767933725424858,-0.40456388855616343,-0.14655902599637752,0.5973267471475537,1.2769352406366112,1.1451977886960791,0.6277251187722805,1.1451105222334794,1.5707439669173369,0.7853981633974483,0.09108873366158407,-0.030351275692181393,0.15695745963185004,-0.030368728984701335,0.0,-1.7453292519943296e-05,-0.49770536300805784,-0.41259219556379695,3.2589870660989586,-0.07343004255895369,-0.03776923488853236,0.00038117219140065947,-0.4338534454656555,-0.1702738658102536,2.1790902815320865,0.016064601163262804,-0.04960117694168942,0.020240130777922406,-0.06385191754240233,-0.24231832975354334,1.079896784566872,-0.0894946437222165,0.01183194205315706,-0.019858958586521747,0.02669959,-0.0013618001,0.12689412,-0.035202384,-0.0022175128,-0.010955093,-0.09055150710779863,-0.2409565296286746,0.9530026681651997,-0.05429225972716034,0.014049454863759844,-0.008903865158029201
1783399239.758023,0.6759971888905146,-0.39951973277580743,-0.15067765954363635,0.600589732387527,1.285644433604063,1.1423179954302887,0.6424906042441525,1.1421085559200495,1.5707614202098568,0.7854330699824882,0.09112364024662395,-0.030368728984701335,0.15702727280192982,-0.03038618227722128,0.0,-1.7453292519943296e-05,-0.5103794821880947,-0.4113385892779411,3.022750850490621,-0.07706430965425154,-0.047370083912192315,0.00043478419377108014,-0.4127218875869607,-0.15395565629061725,2.0779767256920803,0.015043026048145447,-0.04801725265634871,0.02028225504744797,-0.09765759460113399,-0.25738293298732384,0.9447741247985406,-0.09210733570239699,0.0006471687441563928,-0.019847470853676892,0.02467847,0.0015631338,0.1237217,-0.032227974,0.0009035737,-0.011239347,-0.12233606516800277,-0.25894606677561893,0.8210524283621354,-0.05987936131737387,-0.0002564049579330957,-0.008608123805573083
1783399239.8580353,0.6749918710194325,-0.3942760574954672,-0.15499742992659224,0.6040762876157846,1.2952961043675917,1.1391938560692187,0.6593155782333779,1.1391065896066193,1.5707614202098568,0.7854156166899682,0.09101892049150427,-0.030333822399661446,0.1568527398767304,-0.030351275692181393,0.0,-1.7453292519943296e-05,-0.3796171457828327,-0.4971056687349986,3.075633014548686,-0.05080747738663998,-0.02804654388829706,0.000245187233264225,-0.3908250704516343,-0.13732563023089206,1.9691496812912352,0.014034080966890183,-0.04639468733171792,0.020327194407101724,0.011207924668801605,-0.35978003850410656,1.1064833332574509,-0.06484155835353017,0.01834814344342086,-0.0200820071738375,0.022409512,0.004675853,0.120659985,-0.02886919,0.0043248967,-0.011562842,-0.011201587061273277,-0.36445589157025293,0.9858233486092232,-0.03597236903153539,0.014023246716663572,-0.008519165229441003
