meas_Fx,meas_Fy,meas_Fz,meas_Tx,meas_Ty,meas_Tz,physics_Fx,physics_Fy,physics_Fz,physics_Tx,physics_Ty,physics_Tz,nn_Fx,nn_Fy,nn_Fz,nn_Tx,nn_Ty,nn_Tz,raw_res_Fx,raw_res_Fy,raw_res_Fz,raw_res_Tx,raw_res_Ty,raw_res_Tz,physics_res_Fx,physics_res_Fy,physics_res_Fz,physics_res_Tx,physics_res_Ty,physics_res_Tz,nn_res_Fx,nn_res_Fy,nn_res_Fz,nn_res_Tx,nn_res_Ty,nn_res_Tz
-8.079033851623535156e+00,-7.533423900604248047e+00,9.920310020446777344e+00,6.852056384086608887e-01,-7.386618852615356445e-01,-9.366925951326265931e-06,-8.001859664916992188e+00,-7.404070377349853516e+00,1.004844856262207031e+01,6.487422585487365723e-01,-7.248976230621337891e-01,5.903008393943309784e-03,-6.230842590332031250e+00,-5.722596645355224609e+00,8.430256843566894531e+00,3.980525434017181396e-01,-6.666882038116455078e-01,-3.710915520787239075e-02,-8.079033851623535156e+00,-7.533423900604248047e+00,9.920310020446777344e+00,6.852056384086608887e-01,-7.386618852615356445e-01,-9.366925951326265931e-06,-7.717418670654296875e-02,-1.293535232543945312e-01,-1.281385421752929688e-01,3.646337985992431641e-02,-1.376426219940185547e-02,-5.912375170737504959e-03,-1.848191261291503906e+00,-1.810827255249023438e+00,1.490053176879882812e+00,2.871530950069427490e-01,-7.197368144989013672e-02,3.709978982806205750e-02
-8.045306205749511719e+00,-7.542235851287841797e+00,9.888075828552246094e+00,6.992330551147460938e-01,-7.128767967224121094e-01,-1.494417483627330512e-05,-8.002617835998535156e+00,-7.408898830413818359e+00,1.004847431182861328e+01,6.492152810096740723e-01,-7.249717712402343750e-01,5.924839060753583908e-03,-6.231915473937988281e+00,-5.724724292755126953e+00,8.431223869323730469e+00,3.982486426830291748e-01,-6.664943695068359375e-01,-3.724260628223419189e-02,-8.045306205749511719e+00,-7.542235851287841797e+00,9.888075828552246094e+00,6.992330551147460938e-01,-7.128767967224121094e-01,-1.494417483627330512e-05,-4.268836975097656250e-02,-1.333370208740234375e-01,-1.603984832763671875e-01,5.001777410507202148e-02,1.209497451782226562e-02,-5.939783062785863876e-03,-1.813390731811523438e+00,-1.817511558532714844e+00,1.456851959228515625e+00,3.009844124317169189e-01,-4.638242721557617188e-02,3.722766041755676270e-02
-8.051755905151367188e+00,-7.524810791015625000e+00,9.891232490539550781e+00,6.816943883895874023e-01,-7.249833941459655762e-01,-2.647475594130810350e-05,-8.003227233886718750e+00,-7.413730621337890625e+00,1.004850292205810547e+01,6.496886610984802246e-01,-7.250313162803649902e-01,5.947710480540990829e-03,-6.232726573944091797e+00,-5.726933479309082031e+00,8.432073593139648438e+00,3.984596133232116699e-01,-6.663064956665039062e-01,-3.735601156949996948e-02,-8.051755905151367188e+00,-7.524810791015625000e+00,9.891232490539550781e+00,6.816943883895874023e-01,-7.249833941459655762e-01,-2.647475594130810350e-05,-4.852867126464843750e-02,-1.110801696777343750e-01,-1.572704315185546875e-01,3.200572729110717773e-02,4.792213439941406250e-05,-5.974185187369585037e-03,-1.819029331207275391e+00,-1.797877311706542969e+00,1.459158897399902344e+00,2.832347750663757324e-01,-5.867689847946166992e-02,3.732953593134880066e-02
-8.052674293518066406e+00,-7.581640243530273438e+00,9.925221443176269531e+00,6.952956914901733398e-01,-7.169679403305053711e-01,-4.311566226533614099e-05,-8.003412246704101562e+00,-7.415608882904052734e+00,1.004851436614990234e+01,6.498726010322570801e-01,-7.250494360923767090e-01,5.956954788416624069e-03,-6.233767509460449219e+00,-5.727577686309814453e+00,8.433073043823242188e+00,3.985402584075927734e-01,-6.660774350166320801e-01,-3.748057782649993896e-02,-8.052674293518066406e+00,-7.581640243530273438e+00,9.925221443176269531e+00,6.952956914901733398e-01,-7.169679403305053711e-01,-4.311566226533614099e-05,-4.926204681396484375e-02,-1.660313606262207031e-01,-1.232929229736328125e-01,4.542309045791625977e-02,8.081495761871337891e-03,-6.000070367008447647e-03,-1.818906784057617188e+00,-1.854062557220458984e+00,1.492148399353027344e+00,2.967554330825805664e-01,-5.089050531387329102e-02,3.743746131658554077e-02
-8.041976928710937500e+00,-7.590344429016113281e+00,9.939414978027343750e+00,6.907296180725097656e-01,-7.210551500320434570e-01,-4.134023038204759359e-05,-8.004199028015136719e+00,-7.420920848846435547e+00,1.004853820800781250e+01,6.503930091857910156e-01,-7.251263856887817383e-01,5.981299094855785370e-03,-6.234572887420654297e+00,-5.730043411254882812e+00,8.433972358703613281e+00,3.987753987312316895e-01,-6.658985614776611328e-01,-3.758773952722549438e-02,-8.041976928710937500e+00,-7.590344429016113281e+00,9.939414978027343750e+00,6.907296180725097656e-01,-7.210551500320434570e-01,-4.134023038204759359e-05,-3.777790069580078125e-02,-1.694235801696777344e-01,-1.091232299804687500e-01,4.033660888671875000e-02,4.071235656738281250e-03,-6.022639106959104538e-03,-1.807404041290283203e+00,-1.860301017761230469e+00,1.505442619323730469e+00,2.919542193412780762e-01,-5.515658855438232422e-02,3.754639998078346252e-02
-8.049188613891601562e+00,-7.583548069000244141e+00,9.912285804748535156e+00,6.866627931594848633e-01,-7.045630812644958496e-01,-4.497266127145849168e-05,-8.004824638366699219e+00,-7.425519943237304688e+00,1.004855918884277344e+01,6.508436203002929688e-01,-7.251875400543212891e-01,6.002755835652351379e-03,-6.235522270202636719e+00,-5.731990814208984375e+00,8.434844970703125000e+00,3.989671170711517334e-01,-6.656955480575561523e-01,-3.771524503827095032e-02,-8.049188613891601562e+00,-7.583548069000244141e+00,9.912285804748535156e+00,6.866627931594848633e-01,-7.045630812644958496e-01,-4.497266127145849168e-05,-4.436397552490234375e-02,-1.580281257629394531e-01,-1.362733840942382812e-01,3.581917285919189453e-02,2.062445878982543945e-02,-6.047728471457958221e-03,-1.813666343688964844e+00,-1.851557254791259766e+00,1.477440834045410156e+00,2.876956760883331299e-01,-3.886753320693969727e-02,3.767027333378791809e-02
-8.096440315246582031e+00,-7.590580940246582031e+00,9.885014533996582031e+00,6.827769279479980469e-01,-7.250985503196716309e-01,-4.374220588942989707e-05,-8.005066871643066406e+00,-7.429944038391113281e+00,1.004858779907226562e+01,6.512769460678100586e-01,-7.252111434936523438e-01,6.025873590260744095e-03,-6.236168861389160156e+00,-5.733970165252685547e+00,8.435565948486328125e+00,3.991703987121582031e-01,-6.654919981956481934e-01,-3.782736137509346008e-02,-8.096440315246582031e+00,-7.590580940246582031e+00,9.885014533996582031e+00,6.827769279479980469e-01,-7.250985503196716309e-01,-4.374220588942989707e-05,-9.137344360351562500e-02,-1.606369018554687500e-01,-1.635732650756835938e-01,3.149998188018798828e-02,1.125931739807128906e-04,-6.069615948945283890e-03,-1.860271453857421875e+00,-1.856610774993896484e+00,1.449448585510253906e+00,2.836065292358398438e-01,-5.960655212402343750e-02,3.778361901640892029e-02
-8.069978713989257812e+00,-7.607136726379394531e+00,9.896149635314941406e+00,6.905049681663513184e-01,-7.117147445678710938e-01,-7.123082468751817942e-05,-8.005518913269042969e+00,-7.433891773223876953e+00,1.004860496520996094e+01,6.516637206077575684e-01,-7.252553701400756836e-01,6.044876296073198318e-03,-6.237007141113281250e+00,-5.735615730285644531e+00,8.436337471008300781e+00,3.993445932865142822e-01,-6.652790307998657227e-01,-3.794909641146659851e-02,-8.069978713989257812e+00,-7.607136726379394531e+00,9.896149635314941406e+00,6.905049681663513184e-01,-7.117147445678710938e-01,-7.123082468751817942e-05,-6.445980072021484375e-02,-1.732449531555175781e-01,-1.524553298950195312e-01,3.884124755859375000e-02,1.354062557220458984e-02,-6.116107106208801270e-03,-1.832971572875976562e+00,-1.871520996093750000e+00,1.459812164306640625e+00,2.911603748798370361e-01,-4.643571376800537109e-02,3.787786513566970825e-02
-8.068793296813964844e+00,-7.613850593566894531e+00,9.873110771179199219e+00,6.908948421478271484e-01,-6.983026266098022461e-01,-6.305226270342245698e-05,-8.005707740783691406e+00,-7.436498641967773438e+00,1.004861927032470703e+01,6.519191265106201172e-01,-7.252737879753112793e-01,6.058180239051580429e-03,-6.237780570983886719e+00,-5.736769676208496094e+00,8.437177658081054688e+00,3.994728624820709229e-01,-6.650786399841308594e-01,-3.805860504508018494e-02,-8.068793296813964844e+00,-7.613850593566894531e+00,9.873110771179199219e+00,6.908948421478271484e-01,-6.983026266098022461e-01,-6.305226270342245698e-05,-6.308555603027343750e-02,-1.773519515991210938e-01,-1.755084991455078125e-01,3.897571563720703125e-02,2.697116136550903320e-02,-6.121232639998197556e-03,-1.831012725830078125e+00,-1.877080917358398438e+00,1.435933113098144531e+00,2.914219796657562256e-01,-3.322398662567138672e-02,3.799555450677871704e-02
-8.110892295837402344e+00,-7.596440315246582031e+00,9.890002250671386719e+00,6.858580708503723145e-01,-7.416854500770568848e-01,-9.342762496089562774e-05,-8.007159233093261719e+00,-7.441607475280761719e+00,1.004860973358154297e+01,6.524198651313781738e-01,-7.254161238670349121e-01,6.076801568269729614e-03,-6.239049911499023438e+00,-5.738825321197509766e+00,8.438020706176757812e+00,3.996577262878417969e-01,-6.649125814437866211e-01,-3.818988427519798279e-02,-8.110892295837402344e+00,-7.596440315246582031e+00,9.890002250671386719e+00,6.858580708503723145e-01,-7.416854500770568848e-01,-9.342762496089562774e-05,-1.037330627441406250e-01,-1.548328399658203125e-01,-1.586074829101562500e-01,3.343820571899414062e-02,-1.626932621002197266e-02,-6.170229054987430573e-03,-1.871842384338378906e+00,-1.857614994049072266e+00,1.451981544494628906e+00,2.862003445625305176e-01,-7.677286863327026367e-02,3.809645771980285645e-02
-8.125926971435546875e+00,-7.577361583709716797e+00,9.904966354370117188e+00,6.902831196784973145e-01,-7.206303477287292480e-01,-6.026408300385810435e-05,-8.008154869079589844e+00,-7.447029113769531250e+00,1.004861354827880859e+01,6.529511809349060059e-01,-7.255136370658874512e-01,6.100318860262632370e-03,-6.239971160888671875e+00,-5.741104602813720703e+00,8.438671112060546875e+00,3.998523652553558350e-01,-6.647597551345825195e-01,-3.829405829310417175e-02,-8.125926971435546875e+00,-7.577361583709716797e+00,9.904966354370117188e+00,6.902831196784973145e-01,-7.206303477287292480e-01,-6.026408300385810435e-05,-1.177721023559570312e-01,-1.303324699401855469e-01,-1.436471939086914062e-01,3.733193874359130859e-02,4.883289337158203125e-03,-6.160582881420850754e-03,-1.885955810546875000e+00,-1.836256980895996094e+00,1.466295242309570312e+00,2.904307544231414795e-01,-5.587059259414672852e-02,3.823379427194595337e-02
-8.104808807373046875e+00,-7.613962650299072266e+00,9.912853240966796875e+00,7.013273239135742188e-01,-7.423804402351379395e-01,-8.013675687834620476e-05,-8.008722305297851562e+00,-7.451683044433593750e+00,1.004862499237060547e+01,6.534071564674377441e-01,-7.255691885948181152e-01,6.122481543570756912e-03,-6.240832805633544922e+00,-5.742991924285888672e+00,8.439322471618652344e+00,4.000270068645477295e-01,-6.645634770393371582e-01,-3.840105980634689331e-02,-8.104808807373046875e+00,-7.613962650299072266e+00,9.912853240966796875e+00,7.013273239135742188e-01,-7.423804402351379395e-01,-8.013675687834620476e-05,-9.608650207519531250e-02,-1.622796058654785156e-01,-1.357717514038085938e-01,4.792016744613647461e-02,-1.681125164031982422e-02,-6.202618125826120377e-03,-1.863976001739501953e+00,-1.870970726013183594e+00,1.473530769348144531e+00,3.013003170490264893e-01,-7.781696319580078125e-02,3.832092136144638062e-02
-8.062833786010742188e+00,-7.609488964080810547e+00,9.904174804687500000e+00,7.014030218124389648e-01,-7.357420921325683594e-01,-6.611517164856195450e-05,-8.009033203125000000e+00,-7.454327106475830078e+00,1.004863071441650391e+01,6.536662578582763672e-01,-7.255996465682983398e-01,6.135155446827411652e-03,-6.241687297821044922e+00,-5.743915557861328125e+00,8.439981460571289062e+00,4.001173079013824463e-01,-6.643776893615722656e-01,-3.849884495139122009e-02,-8.062833786010742188e+00,-7.609488964080810547e+00,9.904174804687500000e+00,7.014030218124389648e-01,-7.357420921325683594e-01,-6.611517164856195450e-05,-5.380058288574218750e-02,-1.551618576049804688e-01,-1.444559097290039062e-01,4.773676395416259766e-02,-1.014244556427001953e-02,-6.201270502060651779e-03,-1.821146488189697266e+00,-1.865573406219482422e+00,1.464193344116210938e+00,3.012857139110565186e-01,-7.136440277099609375e-02,3.843272849917411804e-02
-8.093843460083007812e+00,-7.578085422515869141e+00,9.902215957641601562e+00,7.012121081352233887e-01,-7.269843220710754395e-01,-4.176747461315244436e-05,-8.010130882263183594e+00,-7.459847927093505859e+00,1.004862594604492188e+01,6.542073488235473633e-01,-7.257072925567626953e-01,6.158521398901939392e-03,-6.242769241333007812e+00,-5.746164798736572266e+00,8.440682411193847656e+00,4.003094434738159180e-01,-6.642206311225891113e-01,-3.861298412084579468e-02,-8.093843460083007812e+00,-7.578085422515869141e+00,9.902215957641601562e+00,7.012121081352233887e-01,-7.269843220710754395e-01,-4.176747461315244436e-05,-8.371257781982421875e-02,-1.182374954223632812e-01,-1.464099884033203125e-01,4.700475931167602539e-02,-1.277029514312744141e-03,-6.200288888067007065e-03,-1.851074218750000000e+00,-1.831920623779296875e+00,1.461533546447753906e+00,3.009026646614074707e-01,-6.276369094848632812e-02,3.857121616601943970e-02
-8.116724014282226562e+00,-7.577095031738281250e+00,9.925914764404296875e+00,7.011704444885253906e-01,-7.434950470924377441e-01,-3.302248296677134931e-05,-8.010928153991699219e+00,-7.464676380157470703e+00,1.004862499237060547e+01,6.546805500984191895e-01,-7.257853746414184570e-01,6.180084310472011566e-03,-6.243696212768554688e+00,-5.748054027557373047e+00,8.441179275512695312e+00,4.004752933979034424e-01,-6.640647053718566895e-01,-3.872229903936386108e-02,-8.116724014282226562e+00,-7.577095031738281250e+00,9.925914764404296875e+00,7.011704444885253906e-01,-7.434950470924377441e-01,-3.302248296677134931e-05,-1.057958602905273438e-01,-1.124186515808105469e-01,-1.227102279663085938e-01,4.648989439010620117e-02,-1.770967245101928711e-02,-6.213106680661439896e-03,-1.873027801513671875e+00,-1.829041004180908203e+00,1.484735488891601562e+00,3.006951510906219482e-01,-7.943034172058105469e-02,3.868927806615829468e-02
-8.116014480590820312e+00,-7.580562114715576172e+00,9.907299995422363281e+00,7.012277841567993164e-01,-7.258631587028503418e-01,-3.009567080880515277e-05,-8.012028694152832031e+00,-7.470141887664794922e+00,1.004861450195312500e+01,6.552162766456604004e-01,-7.258933186531066895e-01,6.203120574355125427e-03,-6.244689941406250000e+00,-5.750296592712402344e+00,8.441785812377929688e+00,4.006715118885040283e-01,-6.639062166213989258e-01,-3.883037716150283813e-02,-8.116014480590820312e+00,-7.580562114715576172e+00,9.907299995422363281e+00,7.012277841567993164e-01,-7.258631587028503418e-01,-3.009567080880515277e-05,-1.039857864379882812e-01,-1.104202270507812500e-01,-1.413145065307617188e-01,4.601150751113891602e-02,3.015995025634765625e-05,-6.233216263353824615e-03,-1.871324539184570312e+00,-1.830265522003173828e+00,1.465514183044433594e+00,3.005562722682952881e-01,-6.195694208145141602e-02,3.880028054118156433e-02
-8.076968193054199219e+00,-7.629146575927734375e+00,9.900650024414062500e+00,6.668385267257690430e-01,-7.069095969200134277e-01,-4.576137871481478214e-05,-8.011669158935546875e+00,-7.473713397979736328e+00,1.004864120483398438e+01,6.555660963058471680e-01,-7.258578538894653320e-01,6.225611548870801926e-03,-6.245188713073730469e+00,-5.751664161682128906e+00,8.442109107971191406e+00,4.008129239082336426e-01,-6.637130379676818848e-01,-3.893222659826278687e-02,-8.076968193054199219e+00,-7.629146575927734375e+00,9.900650024414062500e+00,6.668385267257690430e-01,-7.069095969200134277e-01,-4.576137871481478214e-05,-6.529903411865234375e-02,-1.554331779479980469e-01,-1.479911804199218750e-01,1.127243041992187500e-02,1.894825696945190430e-02,-6.271373014897108078e-03,-1.831779479980468750e+00,-1.877482414245605469e+00,1.458540916442871094e+00,2.660256028175354004e-01,-4.319655895233154297e-02,3.888646513223648071e-02
-8.114459991455078125e+00,-7.585262298583984375e+00,9.868739128112792969e+00,6.904615759849548340e-01,-7.200145125389099121e-01,-6.087012661737389863e-05,-8.011875152587890625e+00,-7.476013183593750000e+00,1.004864406585693359e+01,6.557914614677429199e-01,-7.258780002593994141e-01,6.237078458070755005e-03,-6.246101379394531250e+00,-5.752379417419433594e+00,8.442675590515136719e+00,4.008882343769073486e-01,-6.635189056396484375e-01,-3.904435783624649048e-02,-8.114459991455078125e+00,-7.585262298583984375e+00,9.868739128112792969e+00,6.904615759849548340e-01,-7.200145125389099121e-01,-6.087012661737389863e-05,-1.025848388671875000e-01,-1.092491149902343750e-01,-1.799049377441406250e-01,3.467011451721191406e-02,5.863487720489501953e-03,-6.297948770225048065e-03,-1.868358612060546875e+00,-1.832882881164550781e+00,1.426063537597656250e+00,2.895733416080474854e-01,-5.649560689926147461e-02,3.898348659276962280e-02
-8.088005065917968750e+00,-7.567920207977294922e+00,9.912973403930664062e+00,6.935557126998901367e-01,-7.264537215232849121e-01,-3.332804044475778937e-05,-8.012644767761230469e+00,-7.480841636657714844e+00,1.004863548278808594e+01,6.562647223472595215e-01,-7.259535789489746094e-01,6.258824374526739120e-03,-6.246992588043212891e+00,-5.754244804382324219e+00,8.443124771118164062e+00,4.010548591613769531e-01,-6.633715629577636719e-01,-3.915111348032951355e-02,-8.088005065917968750e+00,-7.567920207977294922e+00,9.912973403930664062e+00,6.935557126998901367e-01,-7.264537215232849121e-01,-3.332804044475778937e-05,-7.536029815673828125e-02,-8.707857131958007812e-02,-1.356620788574218750e-01,3.729099035263061523e-02,-5.001425743103027344e-04,-6.292152218520641327e-03,-1.841012477874755859e+00,-1.813675403594970703e+00,1.469848632812500000e+00,2.925008535385131836e-01,-6.308215856552124023e-02,3.911778703331947327e-02
-8.092551231384277344e+00,-7.584765911102294922e+00,9.902716636657714844e+00,6.856457591056823730e-01,-7.322989106178283691e-01,-6.130823749117553234e-05,-8.013314247131347656e+00,-7.485417366027832031e+00,1.004862880706787109e+01,6.567131876945495605e-01,-7.260191440582275391e-01,6.279850378632545471e-03,-6.247790813446044922e+00,-5.755914211273193359e+00,8.443618774414062500e+00,4.012196660041809082e-01,-6.631861925125122070e-01,-3.925357758998870850e-02,-8.092551231384277344e+00,-7.584765911102294922e+00,9.902716636657714844e+00,6.856457591056823730e-01,-7.322989106178283691e-01,-6.130823749117553234e-05,-7.923698425292968750e-02,-9.934854507446289062e-02,-1.459121704101562500e-01,2.893257141113281250e-02,-6.279766559600830078e-03,-6.341158412396907806e-03,-1.844760417938232422e+00,-1.828851699829101562e+00,1.459097862243652344e+00,2.844260931015014648e-01,-6.911271810531616211e-02,3.919227048754692078e-02
-8.069774627685546875e+00,-7.616326808929443359e+00,9.907703399658203125e+00,6.832694411277770996e-01,-7.334156632423400879e-01,-6.542228948092088103e-05,-8.014006614685058594e+00,-7.489874362945556641e+00,1.004861831665039062e+01,6.571500897407531738e-01,-7.260870933532714844e-01,6.300053093582391739e-03,-6.248529434204101562e+00,-5.757574081420898438e+00,8.443981170654296875e+00,4.013793170452117920e-01,-6.630244255065917969e-01,-3.934891894459724426e-02,-8.069774627685546875e+00,-7.616326808929443359e+00,9.907703399658203125e+00,6.832694411277770996e-01,-7.334156632423400879e-01,-6.542228948092088103e-05,-5.576801300048828125e-02,-1.264524459838867188e-01,-1.409149169921875000e-01,2.611935138702392578e-02,-7.328569889068603516e-03,-6.365475244820117950e-03,-1.821245193481445312e+00,-1.858752727508544922e+00,1.463722229003906250e+00,2.818901240825653076e-01,-7.039123773574829102e-02,3.928349539637565613e-02
-8.073263168334960938e+00,-7.635841369628906250e+00,9.928203582763671875e+00,6.958115696907043457e-01,-7.486225366592407227e-01,-5.561449506785720587e-05,-8.014714241027832031e+00,-7.494956970214843750e+00,1.004860591888427734e+01,6.576482653617858887e-01,-7.261565327644348145e-01,6.323652807623147964e-03,-6.249350547790527344e+00,-5.759597778320312500e+00,8.444346427917480469e+00,4.015691578388214111e-01,-6.628538966178894043e-01,-3.945754840970039368e-02,-8.073263168334960938e+00,-7.635841369628906250e+00,9.928203582763671875e+00,6.958115696907043457e-01,-7.486225366592407227e-01,-5.561449506785720587e-05,-5.854892730712890625e-02,-1.408843994140625000e-01,-1.204023361206054688e-01,3.816330432891845703e-02,-2.246600389480590820e-02,-6.379267200827598572e-03,-1.823912620544433594e+00,-1.876243591308593750e+00,1.483857154846191406e+00,2.942424118518829346e-01,-8.576864004135131836e-02,3.940193355083465576e-02
-8.078615188598632812e+00,-7.637497425079345703e+00,9.908617973327636719e+00,7.019909620285034180e-01,-7.264479398727416992e-01,-3.316902802907861769e-05,-8.014781951904296875e+00,-7.497117042541503906e+00,1.004860877990722656e+01,6.578599214553833008e-01,-7.261631488800048828e-01,6.335284560918807983e-03,-6.250081062316894531e+00,-5.760282516479492188e+00,8.444717407226562500e+00,4.016515612602233887e-01,-6.626655459403991699e-01,-3.955815359950065613e-02,-8.078615188598632812e+00,-7.637497425079345703e+00,9.908617973327636719e+00,7.019909620285034180e-01,-7.264479398727416992e-01,-3.316902802907861769e-05,-6.383323669433593750e-02,-1.403803825378417969e-01,-1.399908065795898438e-01,4.413104057312011719e-02,-2.847909927368164062e-04,-6.368453614413738251e-03,-1.828534126281738281e+00,-1.877214908599853516e+00,1.463900566101074219e+00,3.003394007682800293e-01,-6.378239393234252930e-02,3.952498361468315125e-02
-8.062512397766113281e+00,-7.635817527770996094e+00,9.875741958618164062e+00,7.010257244110107422e-01,-7.435100078582763672e-01,-2.822279020620044321e-05,-8.016312599182128906e+00,-7.502967834472656250e+00,1.004856681823730469e+01,6.584336161613464355e-01,-7.263134121894836426e-01,6.357518024742603302e-03,-6.251170158386230469e+00,-5.762465000152587891e+00,8.445149421691894531e+00,4.018410742282867432e-01,-6.625355482101440430e-01,-3.966981545090675354e-02,-8.062512397766113281e+00,-7.635817527770996094e+00,9.875741958618164062e+00,7.010257244110107422e-01,-7.435100078582763672e-01,-2.822279020620044321e-05,-4.619979858398437500e-02,-1.328496932983398438e-01,-1.728248596191406250e-01,4.259210824966430664e-02,-1.719659566879272461e-02,-6.385740824043750763e-03,-1.811342239379882812e+00,-1.873352527618408203e+00,1.430592536926269531e+00,2.991846501827239990e-01,-8.097445964813232422e-02,3.964159265160560608e-02
-8.042901992797851562e+00,-7.632913112640380859e+00,9.908351898193359375e+00,7.010107636451721191e-01,-7.268620729446411133e-01,-3.859470234601758420e-05,-8.016803741455078125e+00,-7.507664203643798828e+00,1.004855632781982422e+01,6.588939428329467773e-01,-7.263615131378173828e-01,6.380451843142509460e-03,-6.251797676086425781e+00,-5.764328002929687500e+00,8.445401191711425781e+00,4.020194113254547119e-01,-6.623864173889160156e-01,-3.976582363247871399e-02,-8.042901992797851562e+00,-7.632913112640380859e+00,9.908351898193359375e+00,7.010107636451721191e-01,-7.268620729446411133e-01,-3.859470234601758420e-05,-2.609825134277343750e-02,-1.252489089965820312e-01,-1.402044296264648438e-01,4.211682081222534180e-02,-5.005598068237304688e-04,-6.419046316295862198e-03,-1.791104316711425781e+00,-1.868585109710693359e+00,1.462950706481933594e+00,2.989913523197174072e-01,-6.447565555572509766e-02,3.972722962498664856e-02
-8.052687644958496094e+00,-7.680808544158935547e+00,9.885439872741699219e+00,6.896464824676513672e-01,-7.310524582862854004e-01,-2.307552131242118776e-05,-8.017616271972656250e+00,-7.512806892395019531e+00,1.004853248596191406e+01,6.593980789184570312e-01,-7.264413237571716309e-01,6.403663661330938339e-03,-6.252543449401855469e+00,-5.766355037689208984e+00,8.445760726928710938e+00,4.022145271301269531e-01,-6.622222661972045898e-01,-3.986724093556404114e-02,-8.052687644958496094e+00,-7.680808544158935547e+00,9.885439872741699219e+00,6.896464824676513672e-01,-7.310524582862854004e-01,-2.307552131242118776e-05,-3.507137298583984375e-02,-1.680016517639160156e-01,-1.630926132202148438e-01,3.024840354919433594e-02,-4.611134529113769531e-03,-6.426739040762186050e-03,-1.800144195556640625e+00,-1.914453506469726562e+00,1.439679145812988281e+00,2.874319553375244141e-01,-6.883019208908081055e-02,3.984416648745536804e-02
-8.064394950866699219e+00,-7.667304992675781250e+00,9.906219482421875000e+00,7.003016471862792969e-01,-7.323141098022460938e-01,-3.657815250335261226e-05,-8.018051147460937500e+00,-7.515137672424316406e+00,1.004851818084716797e+01,6.596266031265258789e-01,-7.264840602874755859e-01,6.413723807781934738e-03,-6.253326416015625000e+00,-5.767018318176269531e+00,8.446145057678222656e+00,4.022958278656005859e-01,-6.620495319366455078e-01,-3.996451199054718018e-02,-8.064394950866699219e+00,-7.667304992675781250e+00,9.906219482421875000e+00,7.003016471862792969e-01,-7.323141098022460938e-01,-3.657815250335261226e-05,-4.634380340576171875e-02,-1.521673202514648438e-01,-1.422986984252929688e-01,4.067504405975341797e-02,-5.830049514770507812e-03,-6.450301967561244965e-03,-1.811068534851074219e+00,-1.900286674499511719e+00,1.460074424743652344e+00,2.980058193206787109e-01,-7.026457786560058594e-02,3.992793336510658264e-02
-8.068921089172363281e+00,-7.666515350341796875e+00,9.906618118286132812e+00,7.011879682540893555e-01,-7.311515808105468750e-01,-4.503415402723476291e-05,-8.018294334411621094e+00,-7.519485950469970703e+00,1.004851055145263672e+01,6.600528359413146973e-01,-7.265079021453857422e-01,6.436414085328578949e-03,-6.253826141357421875e+00,-5.768670082092285156e+00,8.446416854858398438e+00,4.024759531021118164e-01,-6.618546843528747559e-01,-4.005640745162963867e-02,-8.068921089172363281e+00,-7.666515350341796875e+00,9.906618118286132812e+00,7.011879682540893555e-01,-7.311515808105468750e-01,-4.503415402723476291e-05,-5.062675476074218750e-02,-1.470293998718261719e-01,-1.418924331665039062e-01,4.113513231277465820e-02,-4.643678665161132812e-03,-6.481448188424110413e-03,-1.815094947814941406e+00,-1.897845268249511719e+00,1.460201263427734375e+00,2.987120151519775391e-01,-6.929689645767211914e-02,4.001137241721153259e-02
-8.085887908935546875e+00,-7.670060634613037109e+00,9.914077758789062500e+00,7.011053562164306641e-01,-7.171376347541809082e-01,-2.331922769371885806e-05,-8.019362449645996094e+00,-7.524762153625488281e+00,1.004847240447998047e+01,6.605701446533203125e-01,-7.266127467155456543e-01,6.458617746829986572e-03,-6.254472732543945312e+00,-5.770824432373046875e+00,8.446660041809082031e+00,4.026835560798645020e-01,-6.617112159729003906e-01,-4.014072939753532410e-02,-8.085887908935546875e+00,-7.670060634613037109e+00,9.914077758789062500e+00,7.011053562164306641e-01,-7.171376347541809082e-01,-2.331922769371885806e-05,-6.652545928955078125e-02,-1.452984809875488281e-01,-1.343946456909179688e-01,4.053521156311035156e-02,9.475111961364746094e-03,-6.481937132775783539e-03,-1.831415176391601562e+00,-1.899236202239990234e+00,1.467417716979980469e+00,2.984218001365661621e-01,-5.542641878128051758e-02,4.011740908026695251e-02
-8.052951812744140625e+00,-7.705739021301269531e+00,9.903346061706542969e+00,6.975396871566772461e-01,-7.118028998374938965e-01,-8.539523150830063969e-06,-8.020280838012695312e+00,-7.529993057250976562e+00,1.004843616485595703e+01,6.610829830169677734e-01,-7.267029881477355957e-01,6.481592077761888504e-03,-6.124031066894531250e+00,-6.079733848571777344e+00,7.793634891510009766e+00,4.015788137912750244e-01,-6.424852013587951660e-01,-2.510390058159828186e-02,-8.052951812744140625e+00,-7.705739021301269531e+00,9.903346061706542969e+00,6.975396871566772461e-01,-7.118028998374938965e-01,-8.539523150830063969e-06,-3.267097473144531250e-02,-1.757459640502929688e-01,-1.450901031494140625e-01,3.645670413970947266e-02,1.490008831024169922e-02,-6.490131374448537827e-03,-1.928920745849609375e+00,-1.626005172729492188e+00,2.109711170196533203e+00,2.959608733654022217e-01,-6.931769847869873047e-02,2.509536035358905792e-02
